id	Text
949	weight gain that I cannot shake, but other than that it is much easier staying on an even keel in my PM week, and my family doesn't have to tolerate an anxious B**** who wants nothing but to run away during that week. 
950	Started w/ 50MG to build up to 100/day and during first week period experienced horrible side effects; tremors, nausea, etc After that week, no side effects whatsoever.
951	Only long term effect is that I can't cry - literally.
952	not that I'd want to be cry often but it is a good stress relief and now, nothing.
953	I can tell I get less angry at things and sometimes less sad - the only complaint is not being able to express sadness.
954	tremor (especially in hands), zombie feeling at too high a dosage, tiredness, lack of energy, numbing.
955	increased migraine and headaches frequency (went from very rarely to frequently), vomitting, nausea, initially constipated then just diarrhea, disturbing twitching while trying to fall asleep, not the usual twitching, very dry mouth, loss of libido ( got better when I decreased from 150mg to 100 mg after 3 months), also have occasional yawnitis as I call it which was worse in the beginning, also had terrible motion sickness I have never had before from flying, alot of dizziness if I forget my dose after just an hour since I decreased to 100mg a month ago, irritability, fall asleep at work sometimes lasting all day, somewhat better after taking the medicine at noontime, waking up in the middle of the night is completely resolved since taking the meds at noontime rather than before bed, definitely I am not losing weight, had panic attacks and that weird tingly feeling for first 2 weeks but these went away.
956	major weight gain that led to high systolic blood pressure.
957	Zoloft worked quickly and effectively at first, but eventually the weight gain it caused led to more depression (not to mention other health problems!)
958	No noticeable side effects until dosage was increased from 50 to 100mgs, then I noticed decrease in sex drive and increase in weight gain.
959	I love Zoloft because of the very few side effects and its effectiveness in treating my anxiety and depression.
960	Unfortunately, the weight gain and sex drive issue is driving me crazy, and I am considering switching to another drug because of this, but it appears that the other SSRIs have the same issues.
961	jittery, can't sleep, no sex drive.
962	It did help me with my depression and suicidal thoughts, but I have gained quite a bit of weight.
963	Night sweats (really annoying), loose stool (no big deal), difficulty reaching orgasm when i first when on, then it returned to normal for years, but in the last 6 months orgasm is very elusive again.
964	slight headache. 
965	Neck stiffness and pain, Headache, Muscle pain in legs and lower back, Difficult sleep.
966	Severe insomnia,weight fluctuations.
967	Once you eat a bite, you don't feel full and crave SUGAR.
968	Works for my form of depression, however it has destroyed my sleeping patterns.
969	Difficulty Orgasming, less of a sex drive, DROWSINESS.
970	It works well with both the OCD and the depression, but I feel numb: nothing seems to affect my mood in good or bad ways.
971	Very sleepy, would doze off at work at my desk and during meetings.
972	Weight gain.
973	VERY vivid dreams to the point of not really knowing what I dreamt and what really happened.
974	Helped the depression only quit taking it because it affected my job (the sleepiness) think it may have helped the anxiety, I remember I was able to cut back on my dosage of xanax.
975	vaginal dryness, decreased libido.
976	This drug has worked really well for my depression, and I feel is worth the side effects.
977	headache.
978	mild, a little dizzy at first!
979	sexual appetite went away
980	Loose stool, loss of sex drive, headaches.
981	little dry mouth.
982	An increase in dose caused insomnia, went back down, no problems.
983	Loss of sex drive, however, the side effects of depression are much worse.
984	extreme anxiety first 2 weeks.
985	some sleepiness.
986	little stomach upset.
987	Difficulty obtaining orgasim.
988	Anxiety increased tenfold, had panic attcks, disconnected/spaced out feeling.
989	Initially had some sexual problems, but remedied that by taking it at night before bed (and after sexual activity) so that the level of the drug would be at its lowest point in the evenings.
990	Libido is decreased.
991	to start as weird side effects ranging from head aches to 'whirring brain' effects and restlessness.
992	slight loss of appetite, some headaches.
993	Slightly delayed orgasm and some strange dreams.
994	I tend to sleep longer in the morning.
995	In the beginning, headache, gastrointestinal effects, brain fog, perspiring.
996	jittery, sexual effects.
997	(of course, the problems i was having were causing those anyways) Now no side effects , occasonal headaches, and jitters, but mostly I feel much much better.
998	The only side effect I have noticed is it makes me sleepy, so I take it at night and sleep well.
999	I do have occassional, mild headaches but nothing worth stoping it over, that's why there's Motrin.
1000	About 3 months ago,I began to have symptoms- not so much depression but of mood swings, severe irratibility & anger.
1001	slight sexual problems, delayed ejaculation.
1002	Initially constipation but it went away after a few weeks.
1003	Over a 10 yr period I have gained 70 lbs Other than that, it helped me with my anxiety attacks and depression.
1004	Initial side effects included period tremors, mainly in my hands, that went away after I had been on the med for a few weeks.
1005	Ongoing side effects include nausea (if I don't eat something with it), sleepiness, and difficulty achieving orgasm.
1006	Am taking this in combination with Wellbutrin, which counteracts the sexual side effects and the sleepiness.
1007	Overall I am delighted with the difference Zoloft has made for me in letting me lead a normal life, and I consider a bit of nausea to be quite worth it.
1008	In the very first years, there was difficulty in achieving orgasm, but no ED at all.
1009	I remember the first four days on the drug were weird: I felt jittery and a little elated, rather like the opening to a hallucinogenic drug.
1010	I also didn't like the weird feelings when I first started so I took half doses until I got used to them and then moved to the full dose.
1011	any I had initially went away after a few weeks but the lack of sex drive is why I had to quit taking it.
1012	Some mental fogginess in school.
1013	Makes me sleepy.
1014	Equilibrium problems at 50 mg. dropped by to 25 mg solved problem
1015	For the first couple weeks I was very tired, felt lethargic at times and more anxious at others.
1016	I also had an irrational fear that this drug was going to cause me to 'lose my mind' or have some other horrible side effect that SOOO many people write about on-line.
1017	I have noticed i have the jitters and seem unable to concentrate fully.
1018	I am somewhat fragile at this moment.
